Batch,Generasi,Rute,Fitness,Jarak
295,20,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,21,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,22,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,23,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,24,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,25,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,26,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,27,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,28,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
295,29,Dago ➝ Setiabudi ➝ Riau ➝ Ciwidey,0.028823,34.69
